common_movie_id,overview,translated_overview
1836,"Esther, a self-conscious young woman who works for a public relations firm. One night at a party with her friend Sandrine, Esther wanders into the backyard and stumbles, scratching her leg on a piece of scrap metal. She goes back to the party, and later realizes that her injury is much more severe than she had thought. There's a huge, ugly gouge all the way up her shin, and she's bleeding profusely. She goes to a doctor, who patches her up and tells her she might need a skin graft. But Esther becomes obsessed with the wound. She won't let it heal, sneaking away during work to cut herself. As her leg becomes an ugly scarred mass, she begins to notice a problem with her arm. Before long, she's alienated Vincent and jeopardized her job with her compulsive, self-destructive behavior. But she continues on her grotesque downward spiral.","एस्तेर, एक आत्म-जागरूक युवा महिला जो एक जनसंपर्क फर्म के लिए काम करती है। एक रात अपनी सहेली सैंड्रिन के साथ एक पार्टी में, एस्तेर पिछवाड़े में भटकती है और लड़खड़ाकर स्क्रैप धातु के एक टुकड़े पर अपना पैर खरोंच लेती है। वह पार्टी में वापस जाती है, और बाद में उसे एहसास होता है कि उसकी चोट उससे कहीं अधिक गंभीर है जितना उसने सोचा था। उसकी पिंडली तक एक बड़ा, बदसूरत घाव है, और उससे बहुत अधिक खून बह रहा है। वह एक डॉक्टर के पास जाती है, जो उस पर पट्टी बांधता है और उसे बताता है कि उसे त्वचा प्रत्यारोपण की आवश्यकता हो सकती है। लेकिन एस्तेर घाव से ग्रस्त हो जाती है। वह इसे ठीक नहीं होने देगी, काम के दौरान खुद को काटने के लिए चुपचाप चली जाएगी। जैसे ही उसका पैर एक बदसूरत घाव वाला पिंड बन जाता है, उसे अपनी बांह में एक समस्या नज़र आने लगती है। जल्द ही, उसने विंसेंट को अलग-थलग कर दिया और अपने बाध्यकारी, आत्म-विनाशकारी व्यवहार से उसकी नौकरी को खतरे में डाल दिया। लेकिन वह अपनी अजीबो-गरीब गिरावट की ओर बढ़ती जा रही है।"
4578,"A heroin junkie works as a prostitute to support his habit and fund an abortion needed by the girlfriend of his lesbian wife. His seedy encounters with delusional and damaged clients, and dates with drag queens and hustlers are heavy on sex, drugs and decadence.","একজন হেরোইন জাঙ্কি তার অভ্যাসকে সমর্থন করার জন্য এবং তার লেসবিয়ান স্ত্রীর বান্ধবীর দ্বারা প্রয়োজনীয় একটি গর্ভপাতের অর্থ জোগাতে পতিতা হিসাবে কাজ করে। বিভ্রান্তিকর এবং ক্ষতিগ্রস্থ ক্লায়েন্টদের সাথে তার বীজের মুখোমুখি হয়, এবং ড্র্যাগ কুইন এবং হাস্টলারদের সাথে তারিখগুলি যৌন, মাদক এবং অবক্ষয়ের জন্য ভারী।"
1619,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.","पार्कर और लॉन्गबॉघ निम्न-स्तर के छोटे अपराधियों की एक जोड़ी हैं, जो ग्रिड से बाहर रहते हैं और अपरंपरागत और अक्सर अवैध तरीकों से अपने अस्तित्व का वित्तपोषण करते हैं। वे छोटे-मोटे अपराध से आगे बढ़ना चाहते हैं और कहावत ""बड़ा स्कोर"" हासिल करने की कसम खाते हैं।"
702,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,परेशान ब्लैंच डुबॉइस अपनी बहन के साथ न्यू ऑरलियन्स में रहने आती है और अपने क्रूर बहनोई द्वारा उसे सताया जाता है जबकि उसकी वास्तविकता उसके चारों ओर बिखर जाती है।
5086,"Once upon a time a god gave a mighty sword to the king of Aquiles to bring justice to his people. Now he wants it back - but the king rather gives his life than the sword. Goddess Dehamira, who spoke for him, is being taken all her privileges and banned in a circle of fire, until a human arrives who's strong enough to free her. When prince Ator becomes 18, he gets the sword from the mean sorcerer gnome Grindl, to free Dehamira and his people. On his journey he has to fight against dragons and other fantastic figures.","একবার এক দেবতা তার লোকদের ন্যায়বিচার আনতে অ্যাকিলিসের রাজাকে একটি শক্তিশালী তলোয়ার দিয়েছিলেন। এখন সে তা ফেরত চায় - কিন্তু রাজা বরং তরবারির চেয়ে তার জীবন দেন। দেবী দেহামিরা, যিনি তাঁর পক্ষে কথা বলেছিলেন, তার সমস্ত সুযোগ-সুবিধা গ্রহণ করা হচ্ছে এবং আগুনের বৃত্তে নিষিদ্ধ করা হচ্ছে, যতক্ষণ না একজন মানুষ আসে যে তাকে মুক্ত করতে যথেষ্ট শক্তিশালী। রাজকুমার আটোর যখন 18 বছর বয়সী হন, তখন তিনি দেহামিরা এবং তার লোকদের মুক্ত করার জন্য গড় জাদুকর জিনোম গ্রিন্ডলের কাছ থেকে তলোয়ারটি পান। তার যাত্রায় তাকে ড্রাগন এবং অন্যান্য চমত্কার ব্যক্তিদের বিরুদ্ধে লড়াই করতে হবে।"
346,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.","एक समुराई कठिन समय में फँसने के बाद सुरक्षा के लिए एक गाँव के अनुरोध का उत्तर देता है। शहर को डाकुओं से सुरक्षा की आवश्यकता है, इसलिए समुराई लोगों को अपनी रक्षा करने के तरीके सिखाने में मदद करने के लिए छह अन्य लोगों को इकट्ठा करता है, और ग्रामीण सैनिकों को भोजन प्रदान करते हैं। एक विशाल युद्ध तब होता है जब 40 डाकू गांव पर हमला करते हैं।"
128671,"To fulfill a dying mother's bequest for her daughter, the town pastor purchases the daughter a stylish hat, and gossip spreads through the town.",ନିଜ daughter ିଅ ପାଇଁ ଏକ ମରିଯାଉଥିବା ମା’ଙ୍କ ଉତ୍ତରାଧିକାରୀ ପୂରଣ କରିବା ପାଇଁ ଟାଉନ୍ ପାଳକ daughter ିଅକୁ ଏକ ଷ୍ଟାଇଲିସ୍ ଟୋପି କିଣନ୍ତି ଏବଂ ଗୁଜବ ସହରରେ ବ୍ୟାପିଥାଏ |
175,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques (Jean-Marc Barr) and Enzo (Jean Reno) are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men (he even considers a school of dolphins as his extended family).  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana (Rosanna Arquette), a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.","इस रोमांटिक फंतासी-रोमांच में दो आदमी समुद्र की पुकार का उत्तर देते हैं।  जैक्स (जीन-मार्क बर्र) और एंज़ो (जीन रेनो) दोस्तों की एक जोड़ी है जो बचपन से ही करीब हैं, और जो फ्री डाइविंग के खतरनाक खेल के प्रति जुनून साझा करते हैं। पेशेवर गोताखोर जैक्स ने अपने पिता के नक्शेकदम पर चलने का विकल्प चुना, जिनकी समुद्र में तब मृत्यु हो गई जब जैक्स एक लड़का था; वैज्ञानिकों को आश्चर्यचकित करते हुए, जैक्स के पास पानी में अपनी हृदय गति और सांस लेने के पैटर्न को समायोजित करने की एक उल्लेखनीय क्षमता है, ताकि उसके महत्वपूर्ण संकेत पुरुषों की तुलना में डॉल्फ़िन के अधिक करीब हों (वह डॉल्फ़िन के एक स्कूल को अपने विस्तारित परिवार के रूप में भी मानता है)।  जैसे ही एंज़ो अनिच्छुक जैक्स को एक मुफ्त डाइविंग प्रतियोगिता में उसके खिलाफ प्रतिस्पर्धा करने के लिए मनाता है - यह निर्धारित करता है कि स्कूबा गियर के बिना कौन अधिक गहरा और लंबा गोता लगा सकता है - जैक्स अमेरिका की एक खूबसूरत बीमा अन्वेषक जोहाना (रोसन्ना अर्क्वेट) से मिलता है, और उसे पता चलता है कि उसे उसके लिए अपने प्यार और समुद्र के प्रति अपने प्यार के बीच चयन करना होगा।"
42718,"Mr. Ogata lives a complicated life: he's is a pornographer making two skin flicks per day and trying to stay beneath the radar screen of the local mob; he deeply loves his ailing wife Haru who's cursed by the restless spirit of her dead first husband; he also has a mistress, a step-son who wants to go to university, and a step-daughter entering adolescence. He lusts after his step-daughter, and he asks Haru if he can marry her. Haru agrees to his plan, signs over her business to him, and a crisis ensues when Ogata uses her nest egg to buy equipment so he and his pals can set up their own film processing lab. Surreal images and events weave their way into Ogata's life.","ଶ୍ରୀ ଓଗାଟା ଏକ ଜଟିଳ ଜୀବନ ଅତିବାହିତ କରନ୍ତି: ସେ ଜଣେ ଅଶ୍ଳୀଳ ଫଟୋଗ୍ରାଫର, ପ୍ରତିଦିନ ଦୁଇଟି ଚର୍ମ ଫ୍ଲିକ୍ କରନ୍ତି ଏବଂ ସ୍ଥାନୀୟ ମାଓବାଦୀଙ୍କ ରାଡାର ସ୍କ୍ରିନ ତଳେ ରହିବାକୁ ଚେଷ୍ଟା କରନ୍ତି; ସେ ତାଙ୍କର ଅସୁସ୍ଥ ପତ୍ନୀ ହାରୁଙ୍କୁ ଗଭୀର ଭାବରେ ଭଲ ପାଆନ୍ତି ଯିଏ ତାଙ୍କ ମୃତ ପ୍ରଥମ ସ୍ୱାମୀଙ୍କ ଅସ୍ଥିର ଆତ୍ମା ​​ଦ୍ୱାରା ଅଭିଶାପିତ ହୋଇଥିଲେ; ତାଙ୍କର ଏକ ମାଲିକାଣୀ, ବିଶ୍ୱବିଦ୍ୟାଳୟକୁ ଯିବାକୁ ଚାହୁଁଥିବା ଏକ ସାବତ ପୁଅ ଏବଂ କିଶୋର ଅବସ୍ଥାରେ ପ୍ରବେଶ କରୁଥିବା ଏକ ସାବତ daughter ିଅ ମଧ୍ୟ ଅଛି | ସେ ତାଙ୍କ ସାବତ daughter ିଅକୁ ଲୋଭ କରନ୍ତି, ଏବଂ ସେ ହାରୁଙ୍କୁ ପଚାରିଥିଲେ ଯେ ସେ ତାଙ୍କୁ ବିବାହ କରିପାରିବେ କି? ହାରୁ ତାଙ୍କ ଯୋଜନାରେ ରାଜି ହୋଇଛନ୍ତି, ତାଙ୍କ ପାଇଁ ତାଙ୍କ ବ୍ୟବସାୟ ଉପରେ ଦସ୍ତଖତ କରିଛନ୍ତି ଏବଂ ଏକ ସଙ୍କଟ ଦେଖାଦେଇଛି ଯେତେବେଳେ ଓଗାଟା ତାର ବସା ଅଣ୍ଡାକୁ ଯନ୍ତ୍ରପାତି କିଣିବା ପାଇଁ ବ୍ୟବହାର କରେ ତେଣୁ ସେ ଏବଂ ତାଙ୍କ ପାଲ୍ ନିଜର ଚଳଚ୍ଚିତ୍ର ପ୍ରକ୍ରିୟାକରଣ ଲ୍ୟାବ୍ ସ୍ଥାପନ କରିପାରିବେ | ପ real ରାଣିକ ଚିତ୍ର ଏବଂ ଘଟଣାଗୁଡ଼ିକ ଓଗାଟାଙ୍କ ଜୀବନରେ ବୁଣା ହୁଏ |"
245,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.","विल फ़्रीमैन लंदन का रहने वाला एक मशहूर व्यक्ति है, जिसे एक दिन एहसास होता है कि उसके सभी दोस्त शादीशुदा ज़िंदगी की ज़िम्मेदारियों में शामिल हैं और इससे वह अकेला रह जाता है। खुद को एक एकल पिता के रूप में पेश करते हुए, वह एकल माताओं की एक श्रृंखला से मिलना शुरू कर देता है, जब वे प्रतिबद्धता के लिए पूछना शुरू करते हैं तो उन्हें पीछे छोड़ने की उनकी क्षमता पर विश्वास होता है। लेकिन विल की कुंवारे बने रहने की उम्मीद तब बाधित हो जाती है जब उसकी मुलाकात 12 वर्षीय मार्कस से होती है, जो कई मायनों में उसके बिल्कुल विपरीत है।"
7234,"Simon, son of the king, must flee when the empire is overthrown by the evil Shurka. Schooled in the arts of magic, he must find the Ring of Magic and the Sword of Power and defeated the wizard who killed his father. He is joined in his quest by the swordmaster Kor, his faithful protector Gulfax, and the Forest Wizard Hurla","রাজার পুত্র সাইমনকে পালাতে হবে যখন সাম্রাজ্য দুষ্ট শুরকা দ্বারা উৎখাত হবে। যাদুবিদ্যায় অধ্যয়নরত, তাকে অবশ্যই রিং অফ ম্যাজিক এবং সোর্ড অফ পাওয়ার খুঁজে বের করতে হবে এবং তার বাবাকে হত্যাকারী জাদুকরকে পরাজিত করতে হবে। তলোয়ারমাস্টার কোর, তার বিশ্বস্ত রক্ষক গালফ্যাক্স এবং ফরেস্ট উইজার্ড হুরলা তার অনুসন্ধানে যোগ দিয়েছেন"
389,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.","बचाव और अभियोजन पक्ष आराम कर चुका है और जूरी यह तय करने के लिए जूरी कक्ष में दाखिल हो रही है कि क्या एक युवा स्पेनिश-अमेरिकी अपने पिता की हत्या का दोषी है या निर्दोष है। जो एक खुले और बंद मामले के रूप में शुरू होता है वह जल्द ही मुकदमे, आरोपी और एक-दूसरे के बारे में प्रत्येक जूरी सदस्य के पूर्वाग्रहों और पूर्व धारणाओं का एक लघु नाटक बन जाता है।"
