common_movie_id,overview,translated_overview
3478,"A history of Ludwig, king of Bavaria, from his crowning in 1864 until his death in 1886.","बवेरिया के राजा लुडविग का इतिहास, 1864 में उनकी ताजपोशी से लेकर 1886 में उनकी मृत्यु तक।"
1901,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.","डैन फ़ोरमैन एक उच्च-रैंकिंग प्रकाशन में एक अनुभवी विज्ञापन बिक्री कार्यकारी है, जब एक कॉर्पोरेट अधिग्रहण के परिणामस्वरूप उसे अनुभवहीन पर्यवेक्षक कार्टर दुरिया के अधीन रखा जाता है, जो उससे आधी उम्र का है। मामला तब और ख़राब हो जाता है जब डैन का नया पर्यवेक्षक उसकी बेटी 18 वर्षीय कॉलेज छात्रा एलेक्स के साथ रोमांटिक रूप से शामिल हो जाता है।"
1732,"Anthony Hope's classic tale gets a decidedly 'un-classic' treatment at the hands of Peter Sellers. Following the story somewhat, friends of the new King Rudolph of Ruritania fear for his life, and switch him with a look-a-like London cabby. Throw in two(!) lovely blondes, treachery, and a battle for life and honour, and enjoy life at its zaniest.","एंथोनी होप की क्लासिक कहानी को पीटर सेलर्स के हाथों निश्चित रूप से 'गैर-क्लासिक' उपचार मिलता है। कहानी के अनुसार, रुरिटानिया के नए राजा रूडोल्फ के दोस्त उसके जीवन के लिए डरते हैं, और उसे लंदन की दिखने वाली कैबी में बदल देते हैं। दो (!) प्यारे गोरे लोगों, विश्वासघात, और जीवन और सम्मान की लड़ाई में भाग लें, और जीवन का भरपूर आनंद लें।"
90645,"A buddy comedy about a fanatic small town football supporter who falls in love with a perfect girl, only to notice that his dream-girl supports the wrong football team. Now he has to befriend the enemy or forget the girl he loves.","ଜଣେ ପ୍ରଶଂସକ ଛୋଟ ସହରର ଫୁଟବଲ ସମର୍ଥକଙ୍କ ବିଷୟରେ ଏକ ବନ୍ଧୁ କମେଡି, ଯିଏ ଏକ ସଂପୂର୍ଣ୍ଣ girl ିଅ ସହିତ ପ୍ରେମରେ ପଡ଼ିଯାଏ, କେବଳ ଧ୍ୟାନ ଦିଅନ୍ତୁ ଯେ ତାଙ୍କ ସ୍ୱପ୍ନ- girl ିଅ ଭୁଲ ଫୁଟବଲ ଦଳକୁ ସମର୍ଥନ କରେ | ବର୍ତ୍ତମାନ ତାଙ୍କୁ ଶତ୍ରୁ ସହିତ ବନ୍ଧୁତା କରିବାକୁ ପଡିବ କିମ୍ବା ସେ ଭଲ ପାଉଥିବା girl ିଅକୁ ଭୁଲିଯିବାକୁ ପଡିବ |"
4984,An ex con teams up with federal agents to help them with breaking up a moonshine ring.,একজন প্রাক্তন কন ফেডারেল এজেন্টদের সাথে দল বেঁধে তাদের একটি চাঁদের আংটি ভাঙতে সাহায্য করে।
44494,"In a repressive boarding school with rigid rules of behavior, four boys decide to rebel against the director on a celebration day.","କଠୋର ଆଚରଣ ବିଧି ସହିତ ଏକ ଦମନକାରୀ ବୋର୍ଡିଂ ବିଦ୍ୟାଳୟରେ, ଚାରି ପୁଅ ଉତ୍ସବ ଦିନ ନିର୍ଦ୍ଦେଶକଙ୍କ ବିରୁଦ୍ଧରେ ବିଦ୍ରୋହ କରିବାକୁ ନିଷ୍ପତ୍ତି ନେଇଛନ୍ତି |"
43832,"Geoff Carter (Cary Grant) is the head of a crumbling air freight service in desperate need of a replacement pilot. He is forced to hire a descredited aviator (Richard Barthelmess) who arrives with his wife (Rita Hayworth), Carter's ex-lover. Meanwhile, traveler Bonnie Lee (Jean Arthur) tries to get close to the emotionally closed-off Carter. The film received two Academy Award nominations.","ଜିଓ କାର୍ଟର (କ୍ୟାରି ଗ୍ରାଣ୍ଟ) ଏକ ବଦଳ ପାଇଲଟଙ୍କ ଅତ୍ୟଧିକ ଆବଶ୍ୟକତା ଅନୁଯାୟୀ ଏକ କ୍ରୁଇଂ ଏୟାର ମାଲ ପରିବହନ ସେବାର ମୁଖ୍ୟ | ସେ କାର୍ଟରଙ୍କ ପୂର୍ବତନ ପ୍ରେମିକ ପତ୍ନୀ (ରୀତା ହେୱର୍ଥ) ଙ୍କ ସହ ଆସୁଥିବା ଏକ ଅବତରଣକାରୀ ବିମାନ ଚାଳକ (ରିଚାର୍ଡ ବାର୍ଟେଲମେସ୍) ନିଯୁକ୍ତ କରିବାକୁ ବାଧ୍ୟ ଅଟନ୍ତି | ଏହି ସମୟରେ, ଭ୍ରମଣକାରୀ ବୋନି ଲି (ଜାନ୍ ଆର୍ଥର୍) ଭାବପ୍ରବଣ ଭାବରେ ବନ୍ଦ ଥିବା କାର୍ଟରଙ୍କ ନିକଟତର ହେବାକୁ ଚେଷ୍ଟା କରନ୍ତି | ଏହି ଚଳଚ୍ଚିତ୍ରଟି ଦୁଇଟି ଏକାଡେମୀ ପୁରସ୍କାର ନାମାଙ୍କନ ଗ୍ରହଣ କରିଥିଲା ​​|"
92309,"A new highway threatens a Chicago neighborhood, so to protest the residents throw a block party.","ଏକ ନୂତନ ରାଜପଥ ଚିକାଗୋ ପଡ଼ିଆ ପ୍ରତି ବିପଦ ସୃଷ୍ଟି କରୁଛି, ତେଣୁ ବାସିନ୍ଦାମାନେ ଏକ ବ୍ଲକ ପାର୍ଟୀ ଫିଙ୍ଗିବାକୁ ବିରୋଧ କରିବେ |"
1282,Dogtown and Z-Boys follows the evolution of skateboarding from the 60's and into the late 70's as skateboarding's california beach boy image is transformed into a low-riding surf oriented style.,डॉगटाउन और ज़ेड-बॉयज़ 60 के दशक से लेकर 70 के दशक के अंत तक स्केटबोर्डिंग के विकास का अनुसरण करते हैं क्योंकि स्केटबोर्डिंग की कैलिफ़ोर्निया बीच बॉय छवि एक कम-सवारी सर्फ उन्मुख शैली में बदल जाती है।
256,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend.","अब 17 साल की उम्र में एंटोनी डोनेल एक फैक्ट्री में काम करते हैं जो रिकॉर्ड बनाती है। एक संगीत समारोह में उसकी मुलाकात अपनी ही उम्र की लड़की कोलेट से होती है और उसे उससे प्यार हो जाता है। बाद में, एंटोनी अपनी नई प्रेमिका और उसके माता-पिता को खुश करने के लिए असाधारण हद तक चला जाता है, लेकिन कोलेट अभी भी उसे केवल एक आकस्मिक दोस्त के रूप में मानता है।"
76,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.","एक फिल्म का डायलॉग मैराथन, यह एक अमेरिकी लड़के और फ्रांसीसी लड़की की परी कथा प्रेम कहानी है। वियना में एक दिन और एक रात के दौरान उनके दो दिल टकराते हैं।"
80241,"Set in the coffee fields of Colombia, Green Fires stars Stewart Granger and Grace Kelly. Granger plays emerald prospector Rian X. Mitchell, who intends to explore an old deserted mine despite the protests of his partner Vic Leonard Paul Douglas and the threat of death at the hands of local bandit El Moro Murvyn Vye. Ms. Kelly costars as Catherine Knowland, whose coffee plantation lies at the foot of the mine where Mitchell labors away. Such natural disasters as rain and flood, coupled with such man-made weapons of destruction as guns and dynamite, continually thwart Mitchell's search for riches.","କଲମ୍ବିଆର କଫି ଫିଲ୍ଡରେ ସେଟ୍ କରନ୍ତୁ, ଗ୍ରୀନ୍ ଫାୟାର୍ସ ଷ୍ଟୁଆର୍ଟ ଗ୍ରେଞ୍ଜର ଏବଂ ଗ୍ରେସ୍ କେଲି | ଗ୍ରେଞ୍ଜର ଏମ୍ରାଲ୍ଡ ପ୍ରୋସପେକ୍ଟର ରିଆନ୍ ଏକ୍ସ ମିଚେଲ ଭୂମିକାରେ ଅଭିନୟ କରନ୍ତି, ଯିଏ ତାଙ୍କ ସାଥୀ ବିକ ଲିଓନାର୍ଡ ପଲ୍ ଡଗଲାସଙ୍କ ବିରୋଧ ଏବଂ ସ୍ଥାନୀୟ ବ୍ୟାଣ୍ଡିଟ୍ ଏଲ୍ ମୋରୋ ମୁର୍ଭିନ ଭିଙ୍କ ଦ୍ death ାରା ମୃତ୍ୟୁ ଆଶଙ୍କା ସତ୍ତ୍ an େ ଏକ ପୁରୁଣା ନିଛାଟିଆ ଖଣି ଅନୁସନ୍ଧାନ କରିବାକୁ ଇଚ୍ଛା କରିଥିଲେ। ଶ୍ରୀମତୀ କେଲି କ୍ୟାଥରିନ୍ ନୋଲେଣ୍ଡ ଭାବରେ ଖର୍ଚ୍ଚ କରନ୍ତି, ଯାହାର କଫି ପ୍ଲାଣ୍ଟ ଖଣି ପାଦଦେଶରେ ଅଛି ଯେଉଁଠାରେ ମିଚେଲ ପରିଶ୍ରମ କରନ୍ତି | ବର୍ଷା ଏବଂ ବନ୍ୟା ପରି ପ୍ରାକୃତିକ ବିପର୍ଯ୍ୟୟ, ବନ୍ଧୁକ ଏବଂ ଡାଇନାମାଇଟ୍ ଭଳି ମନୁଷ୍ୟ ଦ୍ୱାରା ବିନାଶକାରୀ ଅସ୍ତ୍ର ସହିତ ମିଚେଲଙ୍କ ଧନ ସନ୍ଧାନକୁ କ୍ରମାଗତ ଭାବରେ ବାଧା ଦେଇଥାଏ |"
1487,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.","द्वितीय विश्व युद्ध के अंतिम दिनों में, नाज़ियों ने अपने मरते हुए उद्देश्य की सहायता के लिए काले जादू का उपयोग करने का प्रयास किया। मित्र राष्ट्रों ने उस शिविर पर छापा मारा जहां समारोह हो रहा था, लेकिन इससे पहले कि एक राक्षस - हेलबॉय - को पहले ही जादू कर लिया गया हो। मित्र देशों की सेना में शामिल होकर, हेलबॉय अंततः वयस्कता की ओर बढ़ता है और बुराई के बजाय अच्छाई की सेवा करता है।"
155,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","अपराध के विरुद्ध बैटमैन के युद्ध में खतरा बढ़ा है। लेफ्टिनेंट जिम गॉर्डन और जिला अटॉर्नी हार्वे डेंट की मदद से, बैटमैन सड़कों पर आतंक फैलाने वाले शेष आपराधिक संगठनों को खत्म करने के लिए निकल पड़ता है। साझेदारी प्रभावी साबित होती है, लेकिन जल्द ही वे खुद को गोथम के भयभीत नागरिकों में जोकर के नाम से जाने जाने वाले एक उभरते आपराधिक मास्टरमाइंड द्वारा फैलाई गई अराजकता का शिकार पाते हैं।"
99106,"A demon torments the family and friends of Anita in order to take revenge on his death, which was caused by her police-officer father. The rest of the movie is how Anita tackles the demon with the help of her boyfriend.","ତାଙ୍କ ମୃତ୍ୟୁର ପ୍ରତିଶୋଧ ନେବାକୁ ଜଣେ ଭୂତ ଅନୀତାଙ୍କ ପରିବାର ଏବଂ ବନ୍ଧୁମାନଙ୍କୁ ଯନ୍ତ୍ରଣା ଦେଇଥାଏ, ଯାହା ତାଙ୍କ ପୋଲିସ୍ ବାପାଙ୍କ ଦ୍ୱାରା ଘଟିଥିଲା। ବାକି ଚଳଚ୍ଚିତ୍ରଟି ହେଉଛି ଅନୀତା କିପରି ତାଙ୍କ ପ୍ରେମିକଙ୍କ ସାହାଯ୍ୟରେ ଭୂତକୁ ମୁକାବିଲା କରେ |"
2665,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past, Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.","एक ख़राब कंप्यूटर के कारण एक यात्री अंतरिक्ष शटल सीधे सूर्य की ओर चला जाता है, और अतीत से दूर रहने वाले व्यक्ति, टेड स्ट्राइकर को दिन बचाना होगा और शटल को फिर से पटरी पर लाना होगा - जबकि वह ऐलेन के साथ अपने रिश्ते को ठीक करने की कोशिश कर रहा है।"
59387,"The Powerpuff Girls Movie tells the origin story of how the Powerpuff Girls were created and how they came to be the defenders of Townsville. It was the first Hanna-Barbera/Cartoon Network Studios theatrical feature film since 1993's Once Upon a Forest, and is the only film based on a Cartoon Network series to be released theatrically.",ପାୱାରପଫ୍ ବାଳିକା ଚଳଚ୍ଚିତ୍ରରେ ପାୱାରପଫ୍ Girls ିଅମାନେ କିପରି ସୃଷ୍ଟି ହୋଇଥିଲେ ଏବଂ ସେମାନେ କିପରି ଟାଉନ୍ସଭିଲର ରକ୍ଷକ ହେଲେ ତାହାର ମୂଳ କାହାଣୀ ବର୍ଣ୍ଣନା କରନ୍ତି | 1993 ର ଥରେ ଏକ ଜଙ୍ଗଲରୁ ଏହା ପ୍ରଥମ ହାନ୍ନା-ବାରବେରା / କାର୍ଟୁନ୍ ନେଟୱାର୍କ ଷ୍ଟୁଡିଓ ଥିଏଟର ଫିଚର ଚଳଚ୍ଚିତ୍ର ଥିଲା ଏବଂ କାର୍ଟୁନ୍ ନେଟୱାର୍କ ସିରିଜ୍ ଉପରେ ଆଧାରିତ ଏକମାତ୍ର ଚଳଚ୍ଚିତ୍ର ଯାହା ନାଟ୍ୟାନୁଷ୍ଠାନରେ ମୁକ୍ତିଲାଭ କରିଥିଲା ​​|
5852,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.","একটি আপাতদৃষ্টিতে অসম্ভাব্য দম্পতি সম্পর্কে একটি গল্প যারা জীবন-হুমকিপূর্ণ পরিস্থিতিতে পথ অতিক্রম করে যেন তারা কেবল দেখাই নয়, একে অপরের জীবন বাঁচাতেও নির্ধারিত। একবার নয়, দুবার।"
2457,"Filmed during the German occupation, this French milestone centers around the theatrical life of a beautiful courtesan and the four men who love her. Voted the ""Best French Film in History"" by the French Film Academy in 1990.","जर्मन कब्जे के दौरान फिल्माया गया, यह फ्रांसीसी मील का पत्थर एक खूबसूरत वैश्या और उससे प्यार करने वाले चार पुरुषों के नाटकीय जीवन पर केंद्रित है। 1990 में फ्रेंच फिल्म अकादमी द्वारा ""इतिहास की सर्वश्रेष्ठ फ्रांसीसी फिल्म"" के लिए वोट किया गया।"
3074,"Ygor discovers Frankenstein's creation is still alive and brings him to the Doctor's son, Ludwig, for help. Obsessed with restoring the monster to his full potential, Ludwig is unaware that someone has more devious plans for the creature.","यगोर को पता चलता है कि फ्रेंकस्टीन की रचना अभी भी जीवित है और वह उसे मदद के लिए डॉक्टर के बेटे लुडविग के पास लाता है। राक्षस को उसकी पूरी क्षमता से पुनर्स्थापित करने के जुनून में, लुडविग इस बात से अनजान है कि किसी के पास प्राणी के लिए और भी अधिक कुटिल योजनाएँ हैं।"
319,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.","क्लेरेंस वेश्या अलबामा से शादी करती है, उसके दलाल से कोकीन चुराती है, और इसे हॉलीवुड में बेचने की कोशिश करती है, जबकि कोक के मालिक इसे पुनः प्राप्त करने की कोशिश करते हैं।"
853,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,एनिमी एट द गेट्स 2001 की जीन-जैक्स एनाड की एक युद्ध फिल्म है जो रूस और जर्मनों के बीच द्वितीय विश्व युद्ध में स्टेलिनगार्ड की लड़ाई के दौरान घटित होती है।
4978,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.","ফিভেল নামে একটি অল্প বয়স্ক ইঁদুর এবং তার পরিবার 20 শতকের শুরুতে ""বিড়ালবিহীন দেশ"" আমেরিকায় চলে যাওয়ার সিদ্ধান্ত নেয়। কিন্তু কোনো না কোনোভাবে, ফিভেল একাই নিউ ওয়ার্ল্ডে শেষ হয় এবং তাকে কেবল সেই বিড়ালদেরই প্রতিরোধ করতে হবে যা সে কখনও ভাবেনি যে তাকে আবার মোকাবেলা করতে হবে বরং বাড়ি থেকে দূরে থাকার একাকীত্বও।"
838,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,कुछ हाई स्कूल स्नातक कॉलेज जाने से पहले एक आखिरी रात अपने दोस्तों के साथ सड़क पर घूमते हुए बिताते हैं।
34767,"In 2007 the legendary American duo White Stripes toured Canada. Besides playing the usual venues they challenged themselves and played in buses, cafés and for Indian tribal elders. Music video director Emmett Malloy followed the band and managed to capture both the special tour, extraordinary concert versions of the band's minimalist, raw, blues-inspired rock songs and the special relationship between the extroverted Jack White and the introspective Meg White - a formerly married couple who for a long time claimed to be siblings. The film makes striking use of the band's concert colors: red, white and black.","2007 ରେ ଆମେରିକାର କିମ୍ବଦନ୍ତୀ ହ୍ White ାଇଟ ଷ୍ଟ୍ରିପ୍ସ କାନାଡା ଭ୍ରମଣ କରିଥିଲେ | ସାଧାରଣ ସ୍ଥାନ ଖେଳିବା ବ୍ୟତୀତ ସେମାନେ ନିଜକୁ ଚ୍ୟାଲେଞ୍ଜ କରି ବସ୍, କାଫେ ଏବଂ ଭାରତୀୟ ଆଦିବାସୀ ପ୍ରାଚୀନମାନଙ୍କ ପାଇଁ ଖେଳିଲେ | ମ୍ୟୁଜିକ୍ ଭିଡିଓ ନିର୍ଦ୍ଦେଶକ ଏମେଟ୍ ମଲୋଇ ଏହି ବ୍ୟାଣ୍ଡକୁ ଅନୁସରଣ କରିଥିଲେ ଏବଂ ବ୍ୟାଣ୍ଡର ମିନିମାଲିଷ୍ଟ, କଞ୍ଚା, ବ୍ଲୁ-ପ୍ରେରିତ ରକ୍ ଗୀତର ଅତୁଳନୀୟ କନ୍ସର୍ଟ ସଂସ୍କରଣ ଏବଂ ଅତିରିକ୍ତ ଜ୍ୟାକ୍ ହ୍ White ାଇଟ ଏବଂ ଅନ୍ତର୍ନିହିତ ମେଗ ହ୍ White ାଇଟଙ୍କ ମଧ୍ୟରେ ଥିବା ବିଶେଷ ସମ୍ପର୍କକୁ ଧରିବାରେ ସଫଳ ହୋଇଥିଲେ - ଦୀର୍ଘ ଦିନ ଧରି ଭାଇଭଉଣୀ ବୋଲି ଦାବି କରିଥିଲେ | ଏହି ଚଳଚ୍ଚିତ୍ରଟି ବ୍ୟାଣ୍ଡର କନସର୍ଟ ରଙ୍ଗର ଚମତ୍କାର ବ୍ୟବହାର କରିଥାଏ: ନାଲି, ଧଳା ଏବଂ କଳା |"
6016,A compulsive gambler plans the heist of his life - a priceless collection of art from the world-class Casino Riviera in Monte Carlo.,একজন বাধ্যতামূলক জুয়াড়ি তার জীবনের লুটের পরিকল্পনা করে - মন্টে কার্লোতে বিশ্বমানের ক্যাসিনো রিভিয়েরার শিল্পের একটি অমূল্য সংগ্রহ।
3484,Boris Karloff stars as the villainous Dr. Fu Manchu in a race with a team of Englishmen to find the tomb of Ghengis Khan. Fu Manchu wants to use the relics to cause an uprising in the East to wipe out the white race.,चंगेज खान की कब्र खोजने के लिए अंग्रेजों की एक टीम के साथ दौड़ में बोरिस कार्लॉफ ने खलनायक डॉ. फू मांचू की भूमिका निभाई है। फू मांचू इन अवशेषों का उपयोग करके पूर्व में श्वेत जाति का सफाया करने के लिए विद्रोह करना चाहता है।
