common_movie_id,overview,translated_overview
26246,"On June 26, 1975, during a period of high tensions on the Pine Ridge reservation in South Dakota, two FBI agents were killed in a shootout with a group of Indians. Although several men were charged with killing the agents, only one, Leonard Peltier, was found guilty. This film describes the events surrounding the shootout and suggests that Peltier was unjustly convicted.","26 জুন, 1975-এ, দক্ষিণ ডাকোটাতে পাইন রিজ রিজার্ভেশনে উচ্চ উত্তেজনার সময়কালে, দুই এফবিআই এজেন্ট ভারতীয়দের একটি দলের সাথে বন্দুকযুদ্ধে নিহত হয়। যদিও বেশ কয়েকজন পুরুষকে এজেন্টদের হত্যার জন্য অভিযুক্ত করা হয়েছিল, শুধুমাত্র একজন, লিওনার্ড পেল্টিয়ারকে দোষী সাব্যস্ত করা হয়েছিল। এই ফিল্মটি শ্যুটআউটের আশেপাশের ঘটনাগুলি বর্ণনা করে এবং পরামর্শ দেয় যে পেল্টিয়ারকে অন্যায়ভাবে দোষী সাব্যস্ত করা হয়েছিল।"
5248,Desperate to find her perfect man Justine goes to a technology fair with her nerdy classmate Chas. It's not really her thing but is eventually persuaded to try a virtual reality makeover machine and discovers that she can create her perfect man even if it is only an electronic facsimile. The power surge from a freakish accident causes a part of her psyche to be copied into her virtual perfect man.,তার নিখুঁত মানুষটিকে খুঁজে পেতে মরিয়া জাস্টিন তার নর্দি সহপাঠী চাসের সাথে একটি প্রযুক্তি মেলায় যায়। এটি আসলে তার জিনিস নয় কিন্তু অবশেষে একটি ভার্চুয়াল রিয়েলিটি মেকওভার মেশিন চেষ্টা করার জন্য প্ররোচিত হয় এবং আবিষ্কার করে যে সে তার নিখুঁত মানুষ তৈরি করতে পারে এমনকি যদি এটি শুধুমাত্র একটি ইলেকট্রনিক ফ্যাসিমাইল হয়। একটি অদ্ভুত দুর্ঘটনা থেকে শক্তি বৃদ্ধি তার মানসিকতার একটি অংশ তার ভার্চুয়াল নিখুঁত পুরুষের মধ্যে অনুলিপি করা হয়।
315,"Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.","रोमांच की तलाश में तीन स्ट्रिपर्स का रेगिस्तान में एक युवा जोड़े से सामना होता है। प्रेमी को भेजने के बाद, उन्होंने लड़की को बंधक बना लिया और रेगिस्तान में अपने दो बेटों के साथ रहने वाले एक अपंग बूढ़े व्यक्ति पर साजिश रचना शुरू कर दिया, जो प्रतिष्ठित रूप से नकदी की अच्छी रकम छिपा रहा था। वे बूढ़े आदमी के घर मेहमान बन जाते हैं और पैसे ढूंढने की कोशिश में बेटों को बहकाने की कोशिश करते हैं, बिना यह महसूस किए कि बूढ़े आदमी के अपने कुछ भयावह इरादे हैं।"
26155,A Super Computer plans world domination with the help of Robbie the robot and a 10 year old boy who is the son the computer's inventor.,একটি সুপার কম্পিউটার রবি দ্য রোবট এবং একটি 10 ​​বছরের ছেলের সাহায্যে বিশ্ব আধিপত্যের পরিকল্পনা করে যে তার ছেলে কম্পিউটারের উদ্ভাবক।
4543,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.","জীবনের প্রশ্নগুলির 'উত্তর' দেওয়া হয়েছে একের পর এক আক্রোশপূর্ণ শব্দার্থে, শুরু হয়েছে লন্ডনের একটি স্থির বীমা কোম্পানি থেকে যা আমাদের চোখের সামনে জলদস্যু জাহাজে রূপান্তরিত হয়। তারপরে ন্যাশনাল হেলথ ডাক্তাররা আছেন যারা এখনও জীবিত দাতার কাছ থেকে একটি সুস্থ লিভার দাবি করার চেষ্টা করেন। বিশ্বের সবচেয়ে উদাসী পেটুক তার দর্শনীয় মৃত্যুর আগে বমি করার শিল্পকে নতুন উচ্চতায় নিয়ে আসে।"
1675,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.","एक प्रतिबद्ध फिल्म निर्देशक कलाकारों और चालक दल के बीच व्यक्तिगत और व्यावसायिक, असंख्य संकटों का सामना करते हुए अपनी फिल्म को पूरा करने के लिए संघर्ष करता है।"
35957,A killer holds the customers at a bar hostage.,ଜଣେ ଘାତକ ଗ୍ରାହକଙ୍କୁ ଏକ ବାର ବନ୍ଧକ ରଖିଥାଏ |
3683,"There were five Marines and one Navy Corpsman photographed raising the U.S. flag on Mt. Suribachi by Joe Rosenthal on February 23, 1945. This is the story of three of the six surviving servicemen – John 'Doc' Bradley, Pvt. Rene Gagnon and Pvt. Ira Hayes, who fought in the battle to take Iwo Jima from the Japanese.","23 फरवरी, 1945 को जो रोसेन्थल द्वारा माउंट सुरिबाची पर अमेरिकी ध्वज फहराते हुए पांच नौसैनिकों और एक नेवी कॉर्प्समैन की तस्वीर ली गई थी। यह छह जीवित सैनिकों में से तीन की कहानी है - जॉन 'डॉक' ब्रैडली, प्राइवेट। रेने गगनन और प्रा. इरा हेस, जिन्होंने जापानियों से इवो जीमा को छीनने की लड़ाई लड़ी थी।"
26386,"When Santa Claus decides to retire and pass on his magic bag of Christmas surprises to a new Saint Nick, he enlists the aid of a hilarious assortment of characters. A perky teen runaway and hapless taxi driver Ernest P. Worrell must convince a skeptical kiddie-show host to take over the post of Father Christmas.","যখন সান্তা ক্লজ অবসর নেওয়ার সিদ্ধান্ত নেয় এবং তার ক্রিসমাস চমকের ম্যাজিক ব্যাগটি একজন নতুন সেন্ট নিকের হাতে তুলে দেয়, তখন তিনি অক্ষরগুলির একটি হাস্যকর ভাণ্ডারে সহায়তার তালিকাভুক্ত করেন। একজন বেহায়াপনা কিশোর পলাতক এবং অসহায় ট্যাক্সি ড্রাইভার আর্নেস্ট পি. ওরেলকে অবশ্যই একজন সন্দেহপ্রবণ কিডি-শো হোস্টকে ফাদার ক্রিসমাসের পদ গ্রহণ করতে রাজি করাতে হবে।"
51935,"A glamorous, colourful coming-of-age story that follows the dramatic journey of Frank, a high school kid in 1984 through an exciting world of sex and music, when his deep new passion is suddenly turned into a struggle for courage, facing a new disease - the ""gay cancer"" and becomes deep, true love in the expectancy of his friend's horrible death and beyond.","ଏକ ଗ୍ଲାମରସ୍, ରଙ୍ଗୀନ ଆଗାମୀ ଯୁଗର କାହାଣୀ ଯାହା 1984 ରେ ଏକ ଉଚ୍ଚ ବିଦ୍ୟାଳୟର ପିଲା ଫ୍ରାଙ୍କଙ୍କ ନାଟକୀୟ ଯାତ୍ରାକୁ ଅନୁସରଣ କରେ, ଯ sex ନ ଏବଂ ସଙ୍ଗୀତର ଏକ ରୋମାଞ୍ଚକର ଦୁନିଆ ମାଧ୍ୟମରେ, ଯେତେବେଳେ ତାଙ୍କର ଗଭୀର ନୂତନ ଉତ୍ସାହ ହଠାତ୍ ସାହସର ସଂଗ୍ରାମରେ ପରିଣତ ହେଲା, ଏକ ନୂତନ ରୋଗ - “ସମଲିଙ୍ଗୀ କର୍କଟ” ଏବଂ ତା’ର ବନ୍ଧୁଙ୍କ ଭୟଙ୍କର ମୃତ୍ୟୁ ଆଶାରେ ଗଭୀର, ପ୍ରକୃତ ପ୍ରେମ ହୋଇଯାଏ |"
55721,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.","ଆନିଙ୍କ ଜୀବନ ଏକ ବିଶୃଙ୍ଖଳା | କିନ୍ତୁ ଯେତେବେଳେ ସେ ଜାଣିବାକୁ ପାଇଲେ ଯେ ତାଙ୍କ ଜୀବନବ୍ୟାପୀ ସର୍ବୋତ୍ତମ ବନ୍ଧୁ ନିୟୋଜିତ ଅଛନ୍ତି, ସେତେବେଳେ ସେ କେବଳ ଲିଲିୟାନଙ୍କ ଚାକରାଣୀ ଭାବରେ କାର୍ଯ୍ୟ କରିବେ | ଯଦିଓ ଲଭ୍ ଲର୍ନ୍ ଏବଂ ଭାଙ୍ଗିଗଲା, ଆନି ମହଙ୍ଗା ଏବଂ ବିଚିତ୍ର ରୀତିନୀତି ମାଧ୍ୟମରେ ତା’ର ରାସ୍ତାକୁ ଖଣ୍ଡନ କଲା | ଏହାକୁ ସିଦ୍ଧ କରିବାକୁ ଗୋଟିଏ ସୁଯୋଗ ସହିତ, ସେ ଲିଲିୟାନ୍ ଏବଂ ତାଙ୍କ ବରଯାତ୍ରୀମାନଙ୍କୁ ଦେଖାଇବେ ଯାହାକୁ ତୁମେ ଭଲ ପାଉଥିବା ବ୍ୟକ୍ତିଙ୍କ ପାଇଁ କେତେ ଦୂର ଯିବ |"
431,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,"सात अजनबियों को उनके दैनिक जीवन से बाहर ले जाया जाता है और रहस्यमय तरीके से एक घातक क्यूब में रखा जाता है, जहां वे सभी सहमत होते हैं कि उन्हें अपना रास्ता खोजना होगा।"
121,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","फ्रोडो और सैम वन रिंग ऑफ पावर को नष्ट करने के लिए मोर्डोर की ओर ट्रैकिंग कर रहे हैं, जबकि गिम्ली, लेगोलस और अरागोर्न ऑर्क द्वारा पकड़े गए मैरी और पिप्पिन की तलाश कर रहे हैं। पूरे समय, नापाक जादूगर सरुमन इसेंगार्ड में ऑर्थैंक टॉवर पर फेलोशिप सदस्यों का इंतजार कर रहा है।"
4979,"A new house in a new town could mean the beginning of a phase of domestic bliss for a small family. Nina, a doctor, has taken a few days off. Her husband Frieder is busy laying tiles, while their daughter Charlotte plays in her new room. But Nina is having her doubts; she stands about in the half-empty rooms, feeling thoroughly alienated. Suddenly, without saying a word, she decides to leave...","একটি নতুন শহরে একটি নতুন বাড়ি মানে একটি ছোট পরিবারের জন্য ঘরোয়া সুখের একটি পর্বের সূচনা হতে পারে। নিনা, একজন ডাক্তার, কয়েক দিনের ছুটি নিয়েছেন। তার স্বামী ফ্রিডার টাইলস পাড়ায় ব্যস্ত, যখন তাদের মেয়ে শার্লট তার নতুন ঘরে খেলছে। কিন্তু নিনা তার সন্দেহ করছে; সে প্রায় অর্ধ-খালি ঘরে দাঁড়িয়ে আছে, পুরোপুরি বিচ্ছিন্ন বোধ করছে। হঠাৎ কোনো কথা না বলে সে চলে যাওয়ার সিদ্ধান্ত নেয়..."
2212,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.","एक कानून का छात्र, जो एक मुर्दाघर में रात के चौकीदार के रूप में नौकरी करता है, ऐसे सुराग ढूंढना शुरू करता है जो उसे हत्याओं की एक श्रृंखला के संदिग्ध के रूप में दर्शाते हैं।"
619,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.","एक पूर्व सीक्रेट सर्विस एजेंट अनिच्छा से एक पॉप मूर्ति की रक्षा करने का कार्यभार लेता है जिसे एक पागल प्रशंसक ने धमकी दी है। सबसे पहले, सुरक्षा के प्रति जुनूनी अंगरक्षक और आत्ममुग्ध दिवा पूरी तरह से टकराते हैं। लेकिन जल्द ही, वह सारा तनाव एक अलग तरह की आतिशबाजी शुरू कर देता है, और प्यार से विमुख सख्त आदमी कर्तव्य और रोमांस के बीच फंस जाता है।"
964,"A grotesquely disfigured composer known as the ""Phantom"" haunts Paris' opera house, where he's secretly grooming Christine Daae to be an opera diva. Luring her to his underground lair, the Phantom declares his love. But Christine loves Raoul de Chagny and plans to elope with him after her next performance. When the Phantom finds out, he abducts Christine, incurring the wrath of Raoul -- and a horde of rabid Parisians.","""फैंटम"" के नाम से जाना जाने वाला एक विचित्र रूप से विकृत संगीतकार पेरिस के ओपेरा हाउस में रहता है, जहां वह गुप्त रूप से क्रिस्टीन डेए को एक ओपेरा दिवा बनने के लिए तैयार कर रहा है। उसे अपनी भूमिगत मांद में फुसलाकर फैंटम अपने प्यार का इज़हार करता है। लेकिन क्रिस्टीन राउल डी चैग्नी से प्यार करती है और अपने अगले प्रदर्शन के बाद उसके साथ भागने की योजना बना रही है। जब फैंटम को पता चलता है, तो वह क्रिस्टीन का अपहरण कर लेता है, जिससे उसे राउल और पागल पेरिसियों के क्रोध का सामना करना पड़ता है।"
84847,A lonely Navy sailor falls in love with a hooker and becomes a surrogate father figure for her son during an extended liberty due to his service records being lost.,ଏକାକୀ ନ y ସେନାର ନାବିକ ଜଣେ ହୁକର୍ଙ୍କ ପ୍ରେମରେ ପଡିଥାଏ ଏବଂ ତାଙ୍କର ସେବା ରେକର୍ଡଗୁଡିକ ହଜିଯିବା ହେତୁ ବର୍ଦ୍ଧିତ ସ୍ୱାଧୀନତା ସମୟରେ ତାଙ୍କ ପୁଅ ପାଇଁ ସରୋଗେଟ୍ ପିତା ଚିତ୍ର ହୋଇଯାଏ |
6058,"A deadly virus threatens to wipe out an entire Rocky Mountain town, leaving the town doctor to find some way to escape the soldiers who enforce the town's quarantine and devise an antidote. Matters take a more deadly turn after the physician is captured by a dangerously unstable band of militia extremists.","একটি মারাত্মক ভাইরাস একটি সম্পূর্ণ রকি মাউন্টেন শহরকে নিশ্চিহ্ন করার হুমকি দেয়, শহরের ডাক্তারকে শহরের কোয়ারেন্টাইন প্রয়োগকারী এবং একটি প্রতিষেধক তৈরি করা সৈন্যদের থেকে বাঁচার উপায় খুঁজে বের করার জন্য ছেড়ে দেয়। মিলিশিয়া চরমপন্থীদের একটি বিপজ্জনকভাবে অস্থির ব্যান্ড দ্বারা চিকিত্সককে বন্দী করার পরে বিষয়গুলি আরও মারাত্মক মোড় নেয়।"
839,"Travelling businessman, David Mann, angers the driver of a rusty tanker whilst crossing the Californian desert. A simple trip turns deadly as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.","ट्रैवलिंग व्यवसायी, डेविड मान, कैलिफोर्निया के रेगिस्तान को पार करते समय एक जंग लगे टैंकर के ड्राइवर पर गुस्सा करते हैं। एक साधारण यात्रा घातक हो जाती है क्योंकि मान सड़क पर बने रहने के लिए संघर्ष करता है जबकि टैंकर उसके जीवन के साथ बिल्ली और चूहे का खेल खेलता है।"
6477,"A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.","ডেভ সেভিল নামে একজন সংগ্রামী গীতিকার সাফল্য পান যখন তিনি চিপমাঙ্কস গাওয়ার ত্রয়ীকে দেখতে পান: দুষ্টু নেতা আলভিন, বুদ্ধিমান সাইমন এবং নিটোল, চিত্তাকর্ষক থিওডোর।"
25753,"When a girl named Jamie repeatedly tries to contact her grandmother to no avail, she investigates by going to her apartment in Omaha Nebraska - only to find that it's been condemned and overtaken by possessed children. As she digs deeper, she discovers a dark secret about her grandmother and awakens a dark, demonic force that wants Jamie dead and will stop at nothing.","যখন জেমি নামে একটি মেয়ে বারবার তার দাদীর সাথে যোগাযোগ করার চেষ্টা করে কোন লাভ হয় না, তখন সে ওমাহা নেব্রাস্কায় তার অ্যাপার্টমেন্টে গিয়ে তদন্ত করে - শুধুমাত্র এটি খুঁজে বের করার জন্য যে এটি নিন্দা করা হয়েছে এবং দখলকৃত শিশুদের দ্বারা অতিক্রম করা হয়েছে। যখন সে আরও গভীরে খনন করে, সে তার দাদীর সম্পর্কে একটি অন্ধকার রহস্য আবিষ্কার করে এবং একটি অন্ধকার, পৈশাচিক শক্তিকে জাগিয়ে তোলে যা জেমিকে মরতে চায় এবং কিছুতেই থামবে না।"
110553,What would happen if a group of high school slackers grew up and became the faculty at their own high school?,ଯଦି ହାଇସ୍କୁଲର ଏକ ଗୋଷ୍ଠୀ ବ up ଼ି ନିଜ ନିଜ ଉଚ୍ଚ ବିଦ୍ୟାଳୟରେ ଅଧ୍ୟାପକ ହେଲେ କ’ଣ ହେବ?
58492,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement.","ବ୍ରାଣ୍ଡିଂ, ବିଜ୍ଞାପନ ଏବଂ ଉତ୍ପାଦ ସ୍ଥାନିତ ବିଷୟରେ ଏକ ଡକ୍ୟୁମେଣ୍ଟାରୀ ଯାହା ବ୍ରାଣ୍ଡ, ବିଜ୍ଞାପନ ଏବଂ ଉତ୍ପାଦ ସ୍ଥାନିତ ଦ୍ୱାରା ଆର୍ଥିକ ଏବଂ ସମ୍ଭବ ହୋଇଥାଏ |"
4942,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.","পেশাদার আমেরিকান ফুটবলের সূচনা সম্পর্কে একটি হালকা হৃদয়ের কমেডি। যখন একটি সজ্জিত যুদ্ধ নায়ক এবং কলেজ সব তারকা পেশাদার ফুটবল খেলার জন্য প্রলুব্ধ হয়. সবাই কিছু বড় অর্থ উপার্জন করার সুযোগ দেখে, কিন্তু যখন একজন রিপোর্টার যুদ্ধের নায়কের উপর কিছু ময়লা খনন করে... সবাই হারাতে পারে।"
4885,A disturbing psychological thriller based on the classic novel by Agatha Christie. Ten strangers are forced to come face to face with their dark pasts after receiving an anonymous invitation to an isolated island off the coast of England.,আগাথা ক্রিস্টির ক্লাসিক উপন্যাসের উপর ভিত্তি করে একটি বিরক্তিকর মনস্তাত্ত্বিক থ্রিলার। ইংল্যান্ডের উপকূলে একটি বিচ্ছিন্ন দ্বীপে একটি বেনামী আমন্ত্রণ পাওয়ার পরে দশজন অপরিচিত ব্যক্তি তাদের অন্ধকার অতীতের মুখোমুখি হতে বাধ্য হয়।
302,"In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.","इस मनोरंजक थ्रिलर के बीच में दो अलग-अलग प्रकार की महिलाओं के बीच का रिश्ता है, एक प्रसिद्ध ब्रिटिश लेखिका है और दूसरी सेक्स के प्रति दीवानी फ्रांसीसी किशोरी है। मनोवैज्ञानिक कल्पना और महिला शरीर की कामुक खोज वाली इस फिल्म में एक साथ रहते हुए दोनों रिश्ते में कुछ परेशानी में पड़ जाते हैं।"
1552,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.","बकमैन परिवार और दोस्तों की कहानी, जो अपने बच्चों का पालन-पोषण करने का प्रयास कर रहे हैं। वे घटित होने वाली सभी घटनाओं से पीड़ित/आनंद लेते हैं: बिछड़े हुए रिश्तेदार, परिवार की ""काली भेड़ें"", सनकी लोग, कोठरी में कंकाल और विद्रोही किशोर।"
