common_movie_id,overview,translated_overview
27563,"Carnival dancer Lane Bellamy finds herself stranded in a southern town ruled by corrupt political boss Sheriff Titus Semple. Lane becomes romantically involved with Deputy Sheriff Fielding Carlisle, a weakling whose career is being driven by Titus. Seeing Lane as a liability to his own political ambitions, Titus mounts a campaign to get her driven out of town. She finds she can't get a job and even gets arrested on a trumped-up morals charge. Released from jail, Lane finds work as a ""hostess"" at Lutie-Mae's road house, where she meets Dan Reynolds, another member of the town's political machine. They marry and move to a home on Flamingo Road, the town's social pinnacle. Their marriage is soon marked by scandal when a drunken Carlisle visits Lane at home one evening and shoots himself.","কার্নিভাল নর্তকী লেন বেল্লামি নিজেকে দুর্নীতিগ্রস্ত রাজনৈতিক বস শেরিফ টাইটাস সেম্পলের দ্বারা শাসিত একটি দক্ষিণ শহরে আটকা পড়েন৷ লেন রোমান্টিকভাবে ডেপুটি শেরিফ ফিল্ডিং কার্লাইসের সাথে জড়িত হয়ে পড়ে, একজন দুর্বল ব্যক্তি যার ক্যারিয়ার টিটাস দ্বারা চালিত হয়। লেনকে তার নিজের রাজনৈতিক উচ্চাকাঙ্ক্ষার দায় হিসেবে দেখে, টাইটাস তাকে শহর থেকে তাড়িয়ে দেওয়ার জন্য একটি প্রচারণা চালায়। তিনি দেখতে পান যে তিনি চাকরি পেতে পারেন না এবং এমনকি নৈতিকতার অভিযোগে গ্রেপ্তারও হন। জেল থেকে মুক্তি পেয়ে, লেন লুটি-মেয়ের রোড হাউসে ""হোস্টেস"" হিসাবে কাজ খুঁজে পান, যেখানে তিনি শহরের রাজনৈতিক মেশিনের আরেক সদস্য ড্যান রেনল্ডসের সাথে দেখা করেন। তারা বিয়ে করে এবং শহরের সামাজিক চূড়া ফ্ল্যামিঙ্গো রোডের একটি বাড়িতে চলে যায়। তাদের বিয়ে শীঘ্রই কেলেঙ্কারির দ্বারা চিহ্নিত হয় যখন একজন মাতাল কার্লাইল এক সন্ধ্যায় বাড়িতে লেনের সাথে দেখা করে এবং নিজেকে গুলি করে।"
3003,"This Lost World is a splendid BBC TV dramatisation of Sir Arthur Conan Doyle's famous adventure story. Bob Hoskins makes an unusually genial Professor Challenger, far less of a bully than Doyle's character, but his slightly stereotyped companions are nicely filled out by a solid cast. James Fox is Challenger's more timid but still covertly adventurous rival, Tom Ward is the moustachioed big game hunter who faces an Allosaurus with an elephant gun, and Matthew Rhys plays the tagalong reporter hoping to impress his faithless fiancée.","दिस लॉस्ट वर्ल्ड सर आर्थर कॉनन डॉयल की प्रसिद्ध साहसिक कहानी का एक शानदार बीबीसी टीवी नाटक है। बॉब होस्किन्स एक असामान्य रूप से मिलनसार प्रोफेसर चैलेंजर की भूमिका निभाते हैं, जो डॉयल के चरित्र की तुलना में बहुत कम बदमाश है, लेकिन उसके थोड़े रूढ़िबद्ध साथी अच्छी तरह से एक ठोस कलाकार द्वारा भरे हुए हैं। जेम्स फॉक्स चैलेंजर का अधिक डरपोक लेकिन अभी भी गुप्त रूप से साहसी प्रतिद्वंद्वी है, टॉम वार्ड मूंछों वाला बड़ा गेम शिकारी है जो एक हाथी बंदूक के साथ एलोसॉरस का सामना करता है, और मैथ्यू राइस अपने अविश्वासी मंगेतर को प्रभावित करने की उम्मीद में टैगालॉन्ग रिपोर्टर की भूमिका निभाता है।"
4960,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.","একজন থিয়েটার ডিরেক্টর তার কাজ এবং তার জীবনের নারীদের নিয়ে লড়াই করছেন, কারণ তিনি তার নতুন নাটকের অংশ হিসেবে একটি গুদামের ভিতরে নিউইয়র্কের একটি লাইফ সাইজ রেপ্লিকা তৈরি করার চেষ্টা করছেন।"
45431,"When her mother is killed in a mysterious house fire, rebellious teen Debbie Strand is sent to live with her grandmother, where she becomes even more unhinged. She develops an intense crush on her hunky creative writing teacher, Peter Rinaldi, but her numerous attempts at seduction end in failure. Soon Peter's friends start turning up dead, and he fears that his fiancée, Marilyn, may be Debbie's next victim.","ଯେତେବେଳେ ତାଙ୍କ ମାଆ ଏକ ରହସ୍ୟମୟ ଘର ଅଗ୍ନିକାଣ୍ଡରେ ପ୍ରାଣ ହରାଇଲେ, ବିଦ୍ରୋହୀ ଯୁବକ ଡେବି ଷ୍ଟ୍ରାଣ୍ଡଙ୍କୁ ତାଙ୍କ ଜେଜେମା’ଙ୍କ ସହ ରହିବାକୁ ପଠାଯାଏ, ଯେଉଁଠାରେ ସେ ଅଧିକ ଧୋଇ ନଥିଲେ | ସେ ତାଙ୍କ ହଙ୍କି ସୃଜନଶୀଳ ଲେଖା ଶିକ୍ଷକ ପିଟର ରିନାଲିଙ୍କ ଉପରେ ଏକ ତୀବ୍ର କ୍ରୋଧର ବିକାଶ କରିଥିଲେ, କିନ୍ତୁ ପ୍ରଲୋଭନ ଦେଖାଇବାର ଅନେକ ଚେଷ୍ଟା ବିଫଳ ହେଲା | ଶୀଘ୍ର ପିଟରଙ୍କ ବନ୍ଧୁମାନେ ମୃତ ହୋଇଯିବା ଆରମ୍ଭ କଲେ, ଏବଂ ସେ ଭୟ କରନ୍ତି ଯେ ତାଙ୍କ ପିଆନ୍ସ ମାରିଲିନ୍ ଡେବିଙ୍କ ପରବର୍ତ୍ତୀ ଶିକାର ହୋଇପାରନ୍ତି |"
8849,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences of his act forces Alfie to reflect over his lifestyle.","ম্যানহাটনে, ব্রিটিশ লিমুজিন চালক আলফি সুন্দরী মহিলাদের দ্বারা বেষ্টিত, তাদের সকলের সাথে ওয়ান নাইট স্ট্যান্ড করা এবং কোন ধরণের প্রতিশ্রুতি ছাড়াই। তার সেরা বন্ধু হল তার সহকর্মী মারলন এবং তার বান্ধবী লোনেট। লোনেটের সাথে আলফির একটি সংক্ষিপ্ত সম্পর্ক রয়েছে এবং তার অভিনয়ের পরিণতি আলফিকে তার জীবনধারা সম্পর্কে চিন্তা করতে বাধ্য করে।"
5056,"In this 1967 drama, resourceful British agent Bulldog Drummond, who appeared onscreen in a series of spy stories between 1929 and 1951, returned to duty in the wake of James Bond. Here, Drummond (Richard Johnson) is on the trail of Carl Petersen (Nigel Green), a corrupt industrialist who has a bad habit of stealing the ideas of others and then killing them so he can reap their profits. The nefarious Petersen has a team of female assistants willing to kill on command, led by Irma (Elke Sommer) and Penelope (Sylva Koscina). One more Bulldog Drummond vehicle, Some Girls Do, followed in 1969 before the series was retired again","1967 সালের এই নাটকে, সম্পদশালী ব্রিটিশ এজেন্ট বুলডগ ড্রামন্ড, যিনি 1929 থেকে 1951 সালের মধ্যে গুপ্তচর গল্পের একটি সিরিজে অনস্ক্রিনে উপস্থিত হয়েছিলেন, জেমস বন্ডের প্রেক্ষিতে দায়িত্বে ফিরে আসেন। এখানে, ড্রামন্ড (রিচার্ড জনসন) কার্ল পিটারসেনের (নিজেল গ্রিন) পথ ধরে আছেন, একজন দুর্নীতিগ্রস্ত শিল্পপতি যার অন্যের ধারণা চুরি করার এবং তারপরে তাদের হত্যা করার খারাপ অভ্যাস রয়েছে যাতে সে তাদের লাভ কাটাতে পারে। জঘন্য পিটারসেনের একটি মহিলা সহকারী দল রয়েছে যাকে কমান্ডে হত্যা করতে ইচ্ছুক, যার নেতৃত্বে ইরমা (এলকে সোমার) এবং পেনেলোপ (সিলভা কোসিনা)। আরও একটি বুলডগ ড্রামন্ড গাড়ি, সাম গার্লস ডু, সিরিজটি আবার অবসর নেওয়ার আগে 1969 সালে অনুসরণ করেছিল"
2800,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.","सारा हटिंगर की अपने मंगेतर के साथ घर वापसी से उसे विश्वास हो गया कि उसके परिवार की शांत, उचित, देश-क्लब जीवनशैली उसके लिए नहीं है - और शायद हटिंगर परिवार उसका भी नहीं है - क्योंकि वह उन रहस्यों को उजागर करती है जो बताते हैं कि हटिंगर न तो शांत हैं और न ही उचित हैं।"
179,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.","संयुक्त राष्ट्र मुख्यालय में एक दुभाषिया सिल्विया ब्रूम द्वारा हत्या की योजना सुनने के बाद, एक अमेरिकी गुप्त सेवा एजेंट को जांच के लिए भेजा जाता है।"
70282,"A young man dying in prison brings his family together for a fateful visit, and proceeds to put his life back together.",କାରାଗାରରେ ମୃତ୍ୟୁବରଣ କରୁଥିବା ଜଣେ ଯୁବକ ତାଙ୍କ ପରିବାରକୁ ଏକ ଦୁ ful ଖଦ ପରିଦର୍ଶନ ପାଇଁ ଆଣିଥାଏ ଏବଂ ନିଜ ଜୀବନକୁ ଏକାଠି କରିବାକୁ ଆଗେଇ ଆସେ |
2028,"A budding romance between noble underachiever Lloyd Dobler and high school valedictorian Diane Court is threatened when Diane's overly possessive, disapproving father interferes with their relationship. With a prized scholarship to study abroad hanging in the balance, Diane must find a way to make both men happy.","नेक अंडरअचीवर लॉयड डोबलर और हाई स्कूल वेलेडिक्टोरियन डायने कोर्ट के बीच उभरते रोमांस को तब खतरा पैदा हो जाता है जब डायने के अत्यधिक अधिकारवादी, अस्वीकार्य पिता उनके रिश्ते में हस्तक्षेप करते हैं। विदेश में अध्ययन करने के लिए बेशकीमती छात्रवृत्ति अधर में लटकी हुई है, डायने को दोनों पुरुषों को खुश करने का एक तरीका खोजना होगा।"
840,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","यूएफओ के साथ मुठभेड़ के बाद, एक लाइन कार्यकर्ता को निर्विवाद रूप से जंगल में एक अलग क्षेत्र की ओर आकर्षित महसूस होता है जहां कुछ शानदार घटित होने वाला है।"
8844,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.","যখন ভাইবোন জুডি এবং পিটার একটি মন্ত্রমুগ্ধ বোর্ড গেম আবিষ্কার করে যা একটি জাদুকরী জগতের দরজা খুলে দেয়, তখন তারা অজান্তেই অ্যালানকে আমন্ত্রণ জানায় -- একজন প্রাপ্তবয়স্ক যিনি 26 বছর ধরে গেমের ভিতরে আটকা পড়েছিলেন -- তাদের বসার ঘরে। স্বাধীনতার জন্য অ্যালানের একমাত্র আশা হল খেলাটি শেষ করা, যা ঝুঁকিপূর্ণ বলে প্রমাণিত হয় কারণ তিনজনই দৈত্যাকার গণ্ডার, দুষ্ট বানর এবং অন্যান্য ভয়ঙ্কর প্রাণীর কাছ থেকে দৌড়াতে দেখেন।"
2075,"A professional hit man and hit woman fall in love, only to discover that they have each been hired to kill the other.","एक पेशेवर हिट आदमी और हिट महिला प्यार में पड़ जाते हैं, लेकिन बाद में पता चलता है कि उनमें से प्रत्येक को एक दूसरे को मारने के लिए काम पर रखा गया है।"
2649,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.","अपने जन्मदिन के उपलक्ष्य में, सैन फ्रांसिस्को के बैंकर निकोलस वान ऑर्टन, जो एक वित्तीय प्रतिभाशाली और एक ठंडे दिल वाले कुंवारे व्यक्ति हैं, को अपने छोटे भाई, कॉनराड से एक असामान्य उपहार मिलता है - एक अनोखे प्रकार का खेल खेलने के लिए एक उपहार प्रमाण पत्र। लगभग एक नैनोसेकंड में, निकोलस खुद को लगातार बदलते नियमों के खतरनाक सेट से घिरा हुआ पाता है, यह अंतर करने में असमर्थ होता है कि नाटक कहां समाप्त होता है और वास्तविकता कहां शुरू होती है।"
3515,"Will Graham, a former London crime boss who has left his former life to live as a recluse in the forest. Haunted by the blood of those he has murdered, Will wishes never to return. But when his brother commits suicide, following a sexual assault at the hands of a volatile car dealer, Will returns to London to discover the cause of his brother's death and administer justice to those responsible.","विल ग्राहम, लंदन का एक पूर्व क्राइम बॉस, जिसने जंगल में एक वैरागी के रूप में रहने के लिए अपना पूर्व जीवन छोड़ दिया है। जिन लोगों की उसने हत्या की है उनके खून से आहत होकर विल कभी वापस न लौटने की इच्छा रखता है। लेकिन जब एक अस्थिर कार डीलर के हाथों यौन उत्पीड़न के बाद उसके भाई ने आत्महत्या कर ली, तो विल अपने भाई की मौत के कारण का पता लगाने और जिम्मेदार लोगों को न्याय दिलाने के लिए लंदन लौट आया।"
986,"The career of Shakespeare's Sir John Falstaff as roistering companion to young Prince Hal, circa 1400-1413.","युवा प्रिंस हैल के सहायक साथी के रूप में शेक्सपियर के सर जॉन फालस्टाफ का करियर, लगभग 1400-1413।"
1620,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.","सबसे ज्यादा बिकने वाला वीडियो गेम, हिटमैन, टिमोथी ओलेयो अभिनीत इस हार्डकोर एक्शन-थ्रिलर में दोनों बैरल धधकते हुए जीवंत हो उठता है। घातक उद्देश्य वाला आनुवंशिक रूप से इंजीनियर हत्यारा, जिसे केवल ""एजेंट 47"" के रूप में जाना जाता है, एक शीर्ष-गुप्त संगठन के लिए रणनीतिक लक्ष्यों को समाप्त कर देता है। लेकिन जब वह डबल-क्रॉस हो जाता है, तो शिकारी शिकार बन जाता है क्योंकि 47 खुद को अंतरराष्ट्रीय साज़िश के जीवन-या-मौत के खेल में पाता है।"
26,"Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country during which, Axel challenges Eyal's values.","इजराइली मोसाद एजेंट इयाल को एक पूर्व-नाजी अधिकारी, बहुत बूढ़े अल्फ्रेड हिमेलमैन का पता लगाने और उसे मारने का मिशन दिया गया है, जो शायद अभी भी जीवित है। एक पर्यटक गाइड होने का नाटक करते हुए, वह अपनी बहन पिया से मिलने के लिए इज़राइल में अपने पोते एक्सल से दोस्ती करता है। दोनों लोग देश के दौरे पर निकलते हैं, जिसके दौरान एक्सल इयाल के मूल्यों को चुनौती देता है।"
